label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,id,main_topic
ozbay (2015),,35,1.2345,5,1.2345,2015,23,5,6,evaluation of municipal solid waste management practices for an industrialized city,polish journal of environmental studies,"<table><tr><td>Authors:</td><td>ozbay, i</td></tr><tr><td>Title:</td><td>evaluation of municipal solid waste management practices for an industrialized city</td></tr><tr><td>Source:</td><td>polish journal of environmental studies, 24(2), 637-644</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",,7155,
park (2015),,233,1.2345,5,1.2345,2015,160,5,5,to walk or notto walk: testing the effect of path walkability on transit users' access mode choices to the station,international journal of sustainable transportation,"<table><tr><td>Authors:</td><td>park, s; choi, k; lee, js</td></tr><tr><td>Title:</td><td>to walk or notto walk: testing the effect of path walkability on transit users' access mode choices to the station</td></tr><tr><td>Source:</td><td>international journal of sustainable transportation, 9(8), 529-541</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1080/15568318.2013.825036,7160,"{travel, mode, choic}"
cousins (2015),,144,2.4691,10,2.4691,2015,82,10,3,a political-industrial ecology of water supply infrastructure for los angeles,geoforum,"<table><tr><td>Authors:</td><td>cousins, jj; newell, jp</td></tr><tr><td>Title:</td><td>a political-industrial ecology of water supply infrastructure for los angeles</td></tr><tr><td>Source:</td><td>geoforum, 58, 38-50</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.geoforum.2014.10.011,7178,
wu (2015),,52,5.9258,24,5.9258,2015,48,24,1,electric vehicles' energy consumption measurement and estimation,transportation research part d-transport and environment,"<table><tr><td>Authors:</td><td>wu, xk; freese, d; cabrera, a; kitch, wa</td></tr><tr><td>Title:</td><td>electric vehicles' energy consumption measurement and estimation</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 34, 52-67</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.trd.2014.10.007,7185,
wilson (2015),,55,3.2098,13,3.2098,2015,21,13,6,'wasteaware' benchmark indicators for integrated sustainable waste management in cities,waste management,"<table><tr><td>Authors:</td><td>wilson, dc; rodic, l; cowing, mj; velis, ca; whiteman, ad; scheinberg, a; vilches, r; masterson, d; stretz, j; oelz, b</td></tr><tr><td>Title:</td><td>'wasteaware' benchmark indicators for integrated sustainable waste management in cities</td></tr><tr><td>Source:</td><td>waste management, 35, 329-342</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.wasman.2014.10.006,7192,"{wast, manag, solid}"
lin (2015),,76,4.6912,19,4.6912,2015,64,19,4,china's building energy efficiency and urbanization,energy and buildings,"<table><tr><td>Authors:</td><td>lin, bq; liu, hx</td></tr><tr><td>Title:</td><td>china's building energy efficiency and urbanization</td></tr><tr><td>Source:</td><td>energy and buildings, 86, 356-365</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.09.069,7196,"{energi, build, consumpt}"
lin (2015),,64,2.9629,12,2.9629,2015,45,12,4,a study on the energy rebound effect of china's residential building energy efficiency,energy and buildings,"<table><tr><td>Authors:</td><td>lin, bq; liu, hx</td></tr><tr><td>Title:</td><td>a study on the energy rebound effect of china's residential building energy efficiency</td></tr><tr><td>Source:</td><td>energy and buildings, 86, 608-618</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.10.049,7198,
chandel (2015),,71,1.7283,7,1.7283,2015,44,7,4,performance assessment of a passive solar building for thermal comfort and energy saving in a hilly terrain of india,energy and buildings,"<table><tr><td>Authors:</td><td>chandel, ss; sarkar, a</td></tr><tr><td>Title:</td><td>performance assessment of a passive solar building for thermal comfort and energy saving in a hilly terrain of india</td></tr><tr><td>Source:</td><td>energy and buildings, 86, 873-885</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.10.035,7199,"{heat, thermal, comfort}"
king (2015),,153,1.7283,7,1.7283,2015,97,7,5,a disadvantaged advantage in walkability: findings from socioeconomic and geographical analysis of national built environment data in the united states,american journal of epidemiology,"<table><tr><td>Authors:</td><td>king, ke; clarke, pj</td></tr><tr><td>Title:</td><td>a disadvantaged advantage in walkability: findings from socioeconomic and geographical analysis of national built environment data in the united states</td></tr><tr><td>Source:</td><td>american journal of epidemiology, 181(1), 17-25</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1093/aje/kwu310,7206,"{activ, school, health}"
wang (2015),,224,1.2345,5,1.2345,2015,178,5,2,"bus stop, property price and land value tax: a multilevel hedonic analysis with quantile calibration",land use policy,"<table><tr><td>Authors:</td><td>wang, ym; potoglou, d; orford, s; gong, y</td></tr><tr><td>Title:</td><td>bus stop, property price and land value tax: a multilevel hedonic analysis with quantile calibration</td></tr><tr><td>Source:</td><td>land use policy, 42, 381-391</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.landusepol.2014.07.017,7209,"{bus, servic, oper}"
diao (2015),,132,1.9753,8,1.9753,2015,49,8,2,"selectivity, spatial autocorrelation and the valuation of transit accessibility",urban studies,"<table><tr><td>Authors:</td><td>diao, m</td></tr><tr><td>Title:</td><td>selectivity, spatial autocorrelation and the valuation of transit accessibility</td></tr><tr><td>Source:</td><td>urban studies, 52(1), 159-177</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1177/0042098014523686,7210,"{transit, rail, station}"
xia (2015),,104,4.6912,19,4.6912,2015,72,19,5,"traffic-related air pollution and health co-benefits of alternative transport in adelaide, south australia",environment international,"<table><tr><td>Authors:</td><td>xia, t; nitschke, m; zhang, y; shah, p; crabb, s; hansen, a</td></tr><tr><td>Title:</td><td>traffic-related air pollution and health co-benefits of alternative transport in adelaide, south australia</td></tr><tr><td>Source:</td><td>environment international, 74, 281-290</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.envint.2014.10.004,7211,
zahmatkesh (2015),,35,3.4567,14,3.4567,2015,30,14,3,low-impact development practices to mitigate climate change effects on urban stormwater runoff: case study of new york city,journal of irrigation and drainage engineering,"<table><tr><td>Authors:</td><td>zahmatkesh, z; burian, sj; karamouz, m; tavakol-davani, h; goharian, e</td></tr><tr><td>Title:</td><td>low-impact development practices to mitigate climate change effects on urban stormwater runoff: case study of new york city</td></tr><tr><td>Source:</td><td>journal of irrigation and drainage engineering, 141(1)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1061/(asce)ir.1943-4774.0000770,7215,
wang (2015),,62,1.2345,5,1.2345,2015,38,5,2,assessing the accessibility impact of transport policy by a land-use and transport interaction model - the case of madrid,computers environment and urban systems,"<table><tr><td>Authors:</td><td>wang, y; monzon, a; di ciommo, f</td></tr><tr><td>Title:</td><td>assessing the accessibility impact of transport policy by a land-use and transport interaction model - the case of madrid</td></tr><tr><td>Source:</td><td>computers environment and urban systems, 49, 126-135</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.compenvurbsys.2014.03.005,7219,"{polici, instrument, effect}"
sussams (2015),,53,1.4814,6,1.4814,2015,41,6,3,green infrastructure as a climate change adaptation policy intervention: muddying the waters or clearing a path to a more secure future?,journal of environmental management,"<table><tr><td>Authors:</td><td>sussams, lw; sheate, wr; eales, rp</td></tr><tr><td>Title:</td><td>green infrastructure as a climate change adaptation policy intervention: muddying the waters or clearing a path to a more secure future?</td></tr><tr><td>Source:</td><td>journal of environmental management, 147, 184-193</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2014.09.003,7224,
hochmair (2015),,78,1.2345,5,1.2345,2015,54,5,5,assessment of bicycle service areas around transit stations,international journal of sustainable transportation,"<table><tr><td>Authors:</td><td>hochmair, hh</td></tr><tr><td>Title:</td><td>assessment of bicycle service areas around transit stations</td></tr><tr><td>Source:</td><td>international journal of sustainable transportation, 9(1), 15-29</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1080/15568318.2012.719998,7226,"{bicycl, cycl, cyclist}"
heidarinejad (2014),,79,1.218,9,1.218,2014,64,9,4,cluster analysis of simulated energy use for leed certified u.s. office buildings,energy and buildings,"<table><tr><td>Authors:</td><td>heidarinejad, m; dahlhausen, m; mcmahon, s; pyke, c; srebric, j</td></tr><tr><td>Title:</td><td>cluster analysis of simulated energy use for leed certified u.s. office buildings</td></tr><tr><td>Source:</td><td>energy and buildings, 85, 86-97</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.09.017,7238,"{energi, build, consumpt}"
ghahramani (2014),,74,1.8946,14,1.8946,2014,44,14,4,a knowledge based approach for selecting energy-aware and comfort-driven hvac temperature set points,energy and buildings,"<table><tr><td>Authors:</td><td>ghahramani, a; jazizadeh, f; becerik-gerber, b</td></tr><tr><td>Title:</td><td>a knowledge based approach for selecting energy-aware and comfort-driven hvac temperature set points</td></tr><tr><td>Source:</td><td>energy and buildings, 85, 536-548</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2014.09.055,7239,"{heat, thermal, comfort}"
bernad-beltran (2014),,76,0.812,6,0.812,2014,42,6,6,attitude towards the incorporation of the selective collection of biowaste in a municipal solid waste management system. a case study,waste management,"<table><tr><td>Authors:</td><td>bernad-beltran, d; simo, a; bovea, md</td></tr><tr><td>Title:</td><td>attitude towards the incorporation of the selective collection of biowaste in a municipal solid waste management system. a case study</td></tr><tr><td>Source:</td><td>waste management, 34(12), 2434-2444</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.wasman.2014.08.023,7264,"{wast, manag, solid}"
zhang (2014),,215,1.3533,10,1.3533,2014,140,10,8,the downs-thomson paradox with responsive transit service,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>zhang, fn; yang, h; liu, w</td></tr><tr><td>Title:</td><td>the downs-thomson paradox with responsive transit service</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 70, 244-263</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2014.10.022,7277,"{transit, rail, station}"
blanco (2014),,70,1.7593,13,1.7593,2014,59,13,4,investigating the thermal behavior of double-skin perforated sheet facades: part a: model characterization and validation procedure,building and environment,"<table><tr><td>Authors:</td><td>blanco, jm; arriaga, p; roji, e; cuadrado, j</td></tr><tr><td>Title:</td><td>investigating the thermal behavior of double-skin perforated sheet facades: part a: model characterization and validation procedure</td></tr><tr><td>Source:</td><td>building and environment, 82, 50-62</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.buildenv.2014.08.007,7278,"{heat, thermal, comfort}"
burman (2014),,78,2.842,21,2.842,2014,65,21,4,towards measurement and verification of energy performance under the framework of the european directive for energy performance of buildings,energy,"<table><tr><td>Authors:</td><td>burman, e; mumovic, d; kimpian, j</td></tr><tr><td>Title:</td><td>towards measurement and verification of energy performance under the framework of the european directive for energy performance of buildings</td></tr><tr><td>Source:</td><td>energy, 77, 153-163</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2014.05.102,7280,"{energi, build, consumpt}"
friedman (2014),,58,1.7593,13,1.7593,2014,43,13,4,energy retrofit of residential building envelopes in israel: a cost-benefit analysis,energy,"<table><tr><td>Authors:</td><td>friedman, c; becker, n; erell, e</td></tr><tr><td>Title:</td><td>energy retrofit of residential building envelopes in israel: a cost-benefit analysis</td></tr><tr><td>Source:</td><td>energy, 77, 183-193</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2014.06.019,7281,"{heat, thermal, comfort}"
kwon (2014),,141,0.812,6,0.812,2014,68,6,3,climate protection and energy sustainability policy in california cities: what have we learned?,journal of urban affairs,"<table><tr><td>Authors:</td><td>kwon, m; jang, hs; feiock, rc</td></tr><tr><td>Title:</td><td>climate protection and energy sustainability policy in california cities: what have we learned?</td></tr><tr><td>Source:</td><td>journal of urban affairs, 36(5), 905-924</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/juaf.12094,7291,"{polici, instrument, effect}"
rakowska (2014),,43,1.3533,10,1.3533,2014,34,10,5,impact of traffic volume and composition on the air quality and pedestrian exposure in urban street canyon,atmospheric environment,"<table><tr><td>Authors:</td><td>rakowska, a; wong, kc; townsend, t; chan, kl; westerdahl, d; ng, s; mocnik, g; drinovec, l; ning, z</td></tr><tr><td>Title:</td><td>impact of traffic volume and composition on the air quality and pedestrian exposure in urban street canyon</td></tr><tr><td>Source:</td><td>atmospheric environment, 98, 260-270</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.atmosenv.2014.08.073,7294,"{air, pollut, qualiti}"
