author,year,source,title,doi,main topics,smaller topics
"Chao, YL",2008,WASTE MANAGEMENT,"Time series analysis of the effects of refuse collection on recycling: Taiwan's ""Keep Trash Off the Ground"" measure",10.1016/j.wasman.2007.02.012,"{recycl, household, collect}; {polici, instrument, effect}; {develop, sustain, plan}",
"Weyand, N, Heinrich, H, Dahlem, KH",2007,BAUPHYSIK,"Energetic renovation of an residential building - measurement and measuring results of an ""3 liter building"" during 3 heating periods",10.1002/bapi.200710030,"{energi, build, consumpt}; {heat, thermal, comfort}",
"Giambastiani, BMS, Tinti, F, Mendrinos, D, Mastrocicco, M",2014,ENERGY POLICY,Energy performance strategies for the large scale introduction of geothermal energy in residential and industrial buildings: The GEO.POWER project,10.1016/j.enpol.2013.10.008,"{energi, build, consumpt}; {develop, sustain, plan}","{climat, chang, mitig}; {heat, thermal, comfort}"
"Barbosa, O, Tratalos, JA, Armsworth, PR, Davies, RG, Fuller, RA, Johnson, P, Gaston, KJ",2007,LANDSCAPE AND URBAN PLANNING,"Who benefits from access to green space? A case study from Sheffield, UK",10.1016/j.landurbplan.2007.04.004,"{green, build, roof}","{transport, public, access}; {park, space, price}; {activ, school, health}; {urban, land, citi}; {develop, sustain, plan}"
"Nixon, H, Saphores, JDM",2007,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Financing electronic waste recycling Californian households' willingness to pay advanced recycling fees,10.1016/j.jenvman.2006.07.003,"{recycl, household, collect}; {develop, sustain, plan}","{activ, school, health}"
"Moloney, S, Strengers, Y",2014,ENVIRONMENTAL POLICY AND GOVERNANCE,'Going Green'?: The Limitations of Behaviour Change Programmes as a Policy Response to Escalating Resource Consumption,10.1002/eet.1642,"{develop, sustain, plan}; {climat, chang, mitig}","{green, build, roof}"
"Mago, VK, Frank, R, Reid, A, Dabbaghian, V",2014,EXPERT SYSTEMS,The strongest does not attract all but it does attract the most - evaluating the criminal attractiveness of shopping malls using fuzzy logic,10.1111/exsy.12015,,"{develop, sustain, plan}"
"Hall, S, Jonas, AEG",2014,CAMBRIDGE JOURNAL OF REGIONS ECONOMY AND SOCIETY,"Urban fiscal austerity, infrastructure provision and the struggle for regional transit in 'Motor City'",10.1093/cjres/rst031,"{transit, rail, station}; {develop, sustain, plan}; {urban, land, citi}",
"Capon, AG",2007,MEDICAL JOURNAL OF AUSTRALIA,The way we live in our cities,,"{activ, school, health}; {transit, rail, station}; {urban, land, citi}","{air, pollut, qualiti}; {develop, sustain, plan}"
"Lu, YD, Kawamura, K, Zellner, ML",2008,TRANSPORTATION RESEARCH RECORD,Exploring the Influence of Urban Form on Work Travel Behavior with Agent-Based Modeling,10.3141/2082-16,"{transit, rail, station}; {urban, land, citi}; {travel, mode, choic}; {model, network, optim}",
"Ahanchian, M, Biona, JBM",2014,ENERGY POLICY,"Energy demand, emissions forecasts and mitigation strategies modeled over a medium-range horizon: The case of the land transportation sector in Metro Manila",10.1016/j.enpol.2013.11.026,"{emiss, carbon, ghg}; {energi, build, consumpt}; {transport, public, access}","{model, network, optim}"
"Forkes, J",2007,RESOURCES CONSERVATION AND RECYCLING,"Nitrogen balance for the urban food metabolism of Toronto, Canada",10.1016/j.resconrec.2007.02.003,"{wast, manag, solid}; {recycl, household, collect}","{treatment, wastewat, plant}; {urban, land, citi}"
"Lee, K",2007,JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING,Sustainability assessment and development direction of super high-rise residential complexes from the viewpoints of residents,10.3130/jaabe.6.127,"{green, build, roof}; {develop, sustain, plan}","{energi, build, consumpt}"
"Schmidt, JP, Moore, R, Alber, M",2014,LANDSCAPE AND URBAN PLANNING,Integrating ecosystem services and local government finances into land use planning: A case study from coastal Georgia,10.1016/j.landurbplan.2013.11.008,"{bus, servic, oper}; {urban, land, citi}","{develop, sustain, plan}; {water, heat, suppli}; {treatment, wastewat, plant}; {green, build, roof}"
"Comodi, G, Cioccolanti, L, Renzi, M",2014,ENERGY,"Modelling the Italian household sector at the municipal scale: Micro-CHP, renewables and energy efficiency",10.1016/j.energy.2014.02.055,"{energi, build, consumpt}; {water, heat, suppli}; {emiss, carbon, ghg}","{recycl, household, collect}; {polici, instrument, effect}"
"Markis, T, Paravantis, JA",2007,ENERGY AND BUILDINGS,Energy conservation in small enterprises,10.1016/j.enbuild.2006.08.006,"{energi, build, consumpt}; {heat, thermal, comfort}; {air, pollut, qualiti}; {wast, manag, solid}","{water, heat, suppli}"
"De Jaeger, S, Rogge, N",2014,RESOURCES CONSERVATION AND RECYCLING,Cost-efficiency in packaging waste management: The case of Belgium,10.1016/j.resconrec.2013.08.006,"{wast, manag, solid}; {recycl, household, collect}",
"Rufolo, AM, Kimpel, TJ",2008,TRANSPORTATION RESEARCH RECORD,Responses to Oregon's Experiment in Road Pricing,10.3141/2079-01,"{vehicl, electr, charg}; {travel, mode, choic}; {price, congest, road}",
"Padron, G, Garcia, CR, Quesada-Arencibia, A, Alayon, F, Perez, R",2014,SENSORS,Using Massive Vehicle Positioning Data to Improve Control and Planning of Public Road Transport,10.3390/s140407342,"{vehicl, electr, charg}; {model, network, optim}; {bus, servic, oper}; {transport, public, access}","{develop, sustain, plan}"
"Safirova, E, Gillingham, K, Houde, S",2007,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Measuring marginal congestion costs of urban transportation: Do networks matter?,10.1016/j.tra.2006.12.002,"{price, congest, road}; {model, network, optim}",
"Stehlin, J",2014,MOBILITIES,"Regulating Inclusion: Spatial Form, Social Process, and the Normalization of Cycling Practice in the USA",10.1080/17450101.2013.784527,"{bicycl, cycl, cyclist}","{develop, sustain, plan}; {model, network, optim}; {urban, land, citi}"
"Olesen, BW",2007,ENERGY AND BUILDINGS,The philosophy behind EN15251: Indoor environmental criteria for design and calculation of energy performance of buildings,10.1016/j.enbuild.2007.02.011,"{heat, thermal, comfort}; {energi, build, consumpt}; {air, pollut, qualiti}","{develop, sustain, plan}"
"Pasimeni, MR, Petrosillo, I, Aretano, R, Semeraro, T, De Marco, A, Zaccarelli, N, Zurlini, G",2014,ENERGY POLICY,"Scales, strategies and actions for effective energy planning: A review",10.1016/j.enpol.2013.10.027,"{develop, sustain, plan}; {climat, chang, mitig}; {energi, build, consumpt}",
"Tse, LY, Hung, WT, Sumalee, A",2014,TRANSPORTMETRICA A-TRANSPORT SCIENCE,Bus lane safety implications: a case study in Hong Kong,10.1080/18128602.2012.724470,"{bus, servic, oper}","{bicycl, cycl, cyclist}; {price, congest, road}"
"Kaspi, M, Raviv, T, Tzur, M",2014,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,Parking reservation policies in one-way vehicle sharing systems,10.1016/j.trb.2014.01.006,"{park, space, price}; {model, network, optim}; {polici, instrument, effect}","{travel, mode, choic}; {vehicl, electr, charg}; {heat, thermal, comfort}"
"Zhang, XD, Huang, G",2014,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Municipal solid waste management planning considering greenhouse gas emission trading under fuzzy environment,10.1016/j.jenvman.2014.01.014,"{emiss, carbon, ghg}; {wast, manag, solid}; {model, network, optim}",
"de Ona, J, Gomez, P, Merida-Casermeiro, E",2014,APPLIED MATHEMATICAL MODELLING,Adjustment boarding and alighting passengers on a bus transit line using qualitative information,10.1016/j.apm.2013.07.041,"{bus, servic, oper}; {transit, rail, station}; {model, network, optim}","{vehicl, electr, charg}; {urban, land, citi}"
"Mindell, JS, Cohen, DL, Shelton, NJ, Sutaria, S, Hayward, A, Watkins, SJ",2014,JOURNAL OF TRANSPORT & HEALTH,Transport and clinical practice,10.1016/j.jth.2013.08.001,"{activ, school, health}; {travel, mode, choic}","{park, space, price}; {air, pollut, qualiti}"
"Sen, AK, Tiwari, G, Upadhyay, V",2007,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,Should bus commuting be subsidized for providing quality transport services? A case for Delhi,10.1007/s12046-007-0028-4,"{transport, public, access}; {price, congest, road}","{bus, servic, oper}; {model, network, optim}; {urban, land, citi}"
"Mishra, S, Welch, TF, Chakraborty, A",2014,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Experiment in Megaregional Road Pricing Using Advanced Commuter Behavior Analysis,10.1061/(ASCE)UP.1943-5444.0000175,"{develop, sustain, plan}; {travel, mode, choic}","{toll, lane, link}; {price, congest, road}"
"Frost, M, Ison, S",2007,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,Comparison of noise impacts from urban transport,10.1680/tran.2007.160.4.165,"{travel, mode, choic}; {bus, servic, oper}","{transport, public, access}; {air, pollut, qualiti}; {develop, sustain, plan}"
"Ferragut, A, Paganini, F",2014,IEEE-ACM TRANSACTIONS ON NETWORKING,Network Resource Allocation for Users With Multiple Connections: Fairness and Stability,10.1109/TNET.2013.2251896,"{model, network, optim}; {price, congest, road}",
"Badami, MG, Haider, M",2007,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,An analysis of public bus transit performance in Indian cities,10.1016/j.tra.2007.06.002,"{bus, servic, oper}; {transit, rail, station}; {transport, public, access}; {develop, sustain, plan}","{vehicl, electr, charg}"
"Sharpe, R, Thornton, CR, Osborne, NJ",2014,CLINICAL AND EXPERIMENTAL ALLERGY,Modifiable factors governing indoor fungal diversity and risk of asthma,10.1111/cea.12281,"{activ, school, health}; {heat, thermal, comfort}; {air, pollut, qualiti}","{develop, sustain, plan}"
"Sahlin, J, Ekvall, T, Bisaillon, M, Sundberg, J",2007,RESOURCES CONSERVATION AND RECYCLING,Introduction of a waste incineration tax: Effects on the Swedish waste flows,10.1016/j.resconrec.2007.01.002,"{wast, manag, solid}; {treatment, wastewat, plant}; {recycl, household, collect}","{emiss, carbon, ghg}"
"Louis, GE, Magpili, L",2007,STRUCTURE AND INFRASTRUCTURE ENGINEERING,A life-cycle capacity-based approach to allocating investments in municipal sanitation infrastructure,10.1080/15732470600590960,"{water, heat, suppli}; {bus, servic, oper}; {develop, sustain, plan}","{treatment, wastewat, plant}; {green, build, roof}; {wast, manag, solid}"
"Bohara, AK, Caplan, AJ, Grijalva, T",2007,ECOLOGICAL ECONOMICS,The effect of experience and quantity-based pricing on the valuation of a curbside recycling program,10.1016/j.ecolecon.2007.02.033,"{recycl, household, collect}; {price, congest, road}",
"Librett, JJ, Yore, MM, Schmid, TL, Kohl, HW",2007,HEALTH & PLACE,Are self-reported physical activity levels associated with perceived desirability of activity-friendly communities?,10.1016/j.healthplace.2006.07.003,"{activ, school, health}","{develop, sustain, plan}"
"De Borger, B, Dunkerley, F, Proost, S",2007,JOURNAL OF URBAN ECONOMICS,Strategic investment and pricing decisions in a congested transport corridor,10.1016/j.jue.2007.01.001,"{toll, lane, link}; {transit, rail, station}","{price, congest, road}; {develop, sustain, plan}"
"Poel, B, van Cruchten, G, Balaras, CA",2007,ENERGY AND BUILDINGS,Energy performance assessment of existing dwellings,10.1016/j.enbuild.2006.08.008,"{energi, build, consumpt}",
"Wang, XX, Liu, XF",2014,EUROPEAN JOURNAL OF ENVIRONMENTAL AND CIVIL ENGINEERING,Energy-saving analysis and update for S. R. Crown Hall,10.1080/19648189.2013.872582,"{energi, build, consumpt}; {green, build, roof}; {water, heat, suppli}","{develop, sustain, plan}; {heat, thermal, comfort}; {model, network, optim}"
"Chow, JYJ, Sayarshad, HR",2014,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,Symbiotic network design strategies in the presence of coexisting transportation networks,10.1016/j.trb.2014.01.008,"{model, network, optim}; {transit, rail, station}",
"Jacobs, DE, Breysse, J, Dixon, SL, Aceti, S, Kawecki, C, James, M, Wilson, J",2014,JOURNAL OF ENVIRONMENTAL HEALTH,"Health and Housing Outcomes From Green Renovation of Low-Income Housing in Washington, DC",,"{green, build, roof}; {activ, school, health}; {energi, build, consumpt}","{water, heat, suppli}; {air, pollut, qualiti}"
"Lowe, M, Boulange, C, Giles-Corti, B",2014,HEALTH PROMOTION JOURNAL OF AUSTRALIA,Urban design and health: progress to date and future challenges,10.1071/HE13072,"{activ, school, health}; {urban, land, citi}; {develop, sustain, plan}; {transport, public, access}; {polici, instrument, effect}","{air, pollut, qualiti}"
"Sofic, M, Bednar, T",2007,BAUPHYSIK,Analysis of the monthly method for cooling energy demand calculation in off ice buildings,10.1002/bapi.200710028,"{energi, build, consumpt}; {heat, thermal, comfort}","{model, network, optim}"
"Jaglin, S",2014,URBAN STUDIES,Urban Energy Policies and the Governance of Multilevel Issues in Cape Town,10.1177/0042098013500091,"{develop, sustain, plan}; {polici, instrument, effect}","{energi, build, consumpt}; {urban, land, citi}; {climat, chang, mitig}"
"Weissenberger, M, Jensch, W, Lang, W",2014,ENERGY AND BUILDINGS,The convergence of life cycle assessment and nearly zero-energy buildings: The case of Germany,10.1016/j.enbuild.2014.03.028,"{energi, build, consumpt}; {develop, sustain, plan}","{bicycl, cycl, cyclist}"
"Bandara, NJGJ, Hettiaratchi, JPA, Wirasinghe, SC, Pilapiiya, S",2007,ENVIRONMENTAL MONITORING AND ASSESSMENT,Relation of waste generation and composition to socio-economic factors: a case study,10.1007/s10661-007-9705-3,"{wast, manag, solid}","{travel, mode, choic}; {activ, school, health}; {develop, sustain, plan}"
"Kaplan, S, Popoks, D, Prato, CG, Ceder, A",2014,JOURNAL OF TRANSPORT GEOGRAPHY,Using connectivity for measuring equity in transit provision,10.1016/j.jtrangeo.2014.04.016,"{transit, rail, station}; {bus, servic, oper}","{model, network, optim}; {travel, mode, choic}; {activ, school, health}"
"Peng, S, Fan, HSL",2007,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,A new computational model for the design of an urban inter-modal public transit network,10.1111/j.1467-8667.2007.00506.x,"{model, network, optim}; {transit, rail, station}","{urban, land, citi}; {transport, public, access}"
"Abdulla, F, Abu Qdais, H, Rabi, A",2008,WASTE MANAGEMENT,Site investigation on medical waste management practices in northern Jordan,10.1016/j.wasman.2007.02.035,"{wast, manag, solid}",
"Schindler, S, Sebesvari, Z, Damm, C, Euller, K, Mauerhofer, V, Schneidergruber, A, Biro, M, Essl, F, Kanka, R, Lauwaars, SG, Schulz-Zunkel, C, van der Sluis, T, Kropik, M, Gasso, V, Krug, A, Pusch, MT, Zulka, KP, Lazowski, W, Hainz-Renetzeder, C, Henle, K, Wrbka, T",2014,LANDSCAPE ECOLOGY,Multifunctionality of floodplain landscapes: relating management options to ecosystem services,10.1007/s10980-014-9989-y,"{green, build, roof}; {develop, sustain, plan}",
"Drewnowski, A, Moudon, AV, Jiao, J, Aggarwal, A, Charreire, H, Chaix, B",2014,INTERNATIONAL JOURNAL OF OBESITY,Food environment and socioeconomic status influence obesity rates in Seattle and in Paris,10.1038/ijo.2013.97,"{activ, school, health}","{model, network, optim}"
"Peters, E, de Matta, R, Boe, W",2007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Short-term work scheduling with job assignment flexibility for a multi-fleet transport system,10.1016/j.ejor.2006.02.032,"{bus, servic, oper}","{travel, mode, choic}; {develop, sustain, plan}; {model, network, optim}; {transport, public, access}"
"Nourinejad, M, Wenneman, A, Habib, KN, Roorda, MJ",2014,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Truck parking in urban areas: Application of choice modelling within traffic microsimulation,10.1016/j.tra.2014.03.006,"{park, space, price}; {polici, instrument, effect}; {model, network, optim}","{vehicl, electr, charg}; {urban, land, citi}; {travel, mode, choic}"
"Rivera, C, Wamsler, C",2014,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,"Integrating climate change adaptation, disaster risk reduction and urban planning: A review of Nicaraguan policies and regulations",10.1016/j.ijdrr.2013.12.008,"{climat, chang, mitig}; {develop, sustain, plan}; {polici, instrument, effect}","{urban, land, citi}"
"Kato, H, Shiroyama, H, Fukayama, T",2008,TRANSPORTATION RESEARCH RECORD,"Process management in public transit planning - Case study of introduction project of light rail transit in Toyama, Japan",10.3141/2042-04,"{develop, sustain, plan}; {transit, rail, station}; {polici, instrument, effect}",
